order_id,product_id,quantity,unit_price
307,2,5,498.64
308,7,1,1367.14
309,8,2,251.28
310,2,5,903.87
311,10,1,1374.52
312,4,2,272.83
313,7,5,1191.82
314,1,1,392.29
315,4,3,247.73
316,1,2,1061.5
317,9,2,1051.39
318,2,3,783.49
319,7,1,136.13
320,10,5,1309.09
321,10,2,381.63
322,2,3,902.42
323,9,4,810.27
324,4,5,530.04
325,4,2,1467.89
326,10,3,1206.37
327,6,4,700.49
328,4,1,654.42
329,1,4,894.19
330,8,3,663.85
331,1,2,68.29
332,5,3,680.85
333,4,3,756.61
334,6,5,1282.65
335,5,3,710.44
336,1,3,140.61
337,3,2,498.74
338,2,2,1034.09
339,9,2,230.37
340,9,3,541.71
341,8,2,34.13
342,8,4,787.91
343,3,5,1227.71
344,2,2,153.41
345,10,5,1032.36
346,8,5,1294.86
347,6,4,1066.72
348,5,3,75.17
349,8,5,373.31
350,9,5,1487.07
351,5,4,1274.55
352,2,5,96.93
353,3,2,236.55
354,6,1,1265.09
355,2,4,1426.98
356,3,5,318.82
357,9,5,677.22
358,1,4,1000.49
359,7,2,251.41
360,8,5,973.06
361,5,3,705.6
362,2,3,367.47
363,4,5,1036.25
364,4,5,1229.99
365,1,5,601.47
366,6,2,500.27
367,1,5,335.92
368,10,2,720.27
369,5,4,1097.95
370,8,3,1466.6
371,10,5,23.49
372,5,5,1345.68
373,7,3,437.25
374,2,5,1227.51
375,4,1,63.25
376,7,1,697.66
377,8,2,302.57
378,2,3,1124.95
379,9,5,956.05
380,3,1,1134.95
381,9,2,341.18
382,2,3,65.74
383,8,4,168.95
384,5,1,855.82
385,1,3,981.21
386,5,4,261.37
387,3,3,943.39
388,3,5,1462.65
389,6,3,926.76
390,7,3,1087.62
391,1,5,702.28
392,2,4,1129.23
393,6,4,182.88
394,5,2,863.25
395,9,5,258.66
396,10,1,58.39
397,2,1,17.28
398,7,3,616.64
399,7,3,1344.7
400,7,4,280.79
401,8,2,458.48
402,7,3,683.05
403,10,2,559.63
404,10,4,332.53
405,7,5,85.45
406,6,4,1337.43
407,1,2,439.37
408,6,2,672.52
409,2,2,807.48
410,6,3,1042.42
411,1,1,716.92
412,9,4,1017.89
413,5,1,861.14
414,8,4,1197.23
415,6,4,783.1
416,6,1,976.76
417,10,1,697.48
418,8,2,1150.54
419,5,4,923.35
420,9,4,1077.88
421,6,2,1333.62
422,7,2,134.52
423,9,1,227.87
424,1,1,1147.77
425,7,1,239.43
426,3,4,331.79
427,8,4,457.83
428,2,4,977.44
429,8,2,1256.49
430,2,1,1485.34
431,7,3,1105.99
432,3,5,277.25
433,6,4,677.93
434,10,2,730.2
435,2,3,250.97
436,4,1,1368.71
437,10,1,491.46
438,2,3,60.88
439,10,5,1440.73
440,3,2,716.62
441,10,4,399.29
442,8,2,768.92
443,3,2,1144.02
444,8,3,540.81
445,4,4,1344.88
446,3,4,1413.21
447,10,4,1471.73
448,3,5,965.6
449,2,2,63.97
450,2,1,1222.03
451,4,5,1328.73
452,9,4,321.91
453,1,1,88.59
454,1,4,1288.28
455,4,2,1112.93
456,6,5,301.81
457,10,4,898.71
458,4,5,1174.91
459,3,4,754.19
460,4,4,372.84
461,6,3,72.52
462,7,5,721.92
463,7,1,25.23
464,1,4,513.92
465,3,5,1127.17
466,10,2,750.83
467,3,5,360.16
468,7,1,1002.14
469,2,5,863.59
470,5,4,652.36
471,7,3,464.66
472,3,4,228.34
473,4,5,1405.48
474,8,2,212.37
475,5,3,1147.11
476,10,1,1351.07
477,10,1,405.23
478,2,1,35.86
479,1,5,1445.3
480,2,3,1116.83
481,7,3,714.46
482,10,2,712.53
483,9,3,1149.39
484,5,2,384.76
485,7,2,60.42
486,3,3,152.14
487,6,5,720.73
488,4,3,659.44
489,9,2,279.04
490,1,3,1491.56
491,10,1,319.81
492,8,4,795.26
493,2,4,1000.97
494,4,4,306.75
495,10,4,746.6
496,1,4,1397.69
497,1,5,157.3
498,4,4,103.45
499,9,5,1090.68
500,6,3,1449.1
501,2,1,49.04
502,6,1,1325.54
503,2,5,1126.89
504,5,2,1097.81
505,1,1,1238.95
506,10,5,754.05
507,10,4,1114.69
508,9,4,308.46
509,2,2,334.75
510,6,5,54.09
511,8,5,1000.67
512,7,2,816.58
513,10,2,569.49
514,6,4,1276.12
515,5,5,803.02
516,5,2,583.76
517,8,4,865.95
518,2,1,1402.15
519,5,5,197.06
520,3,3,603.65
521,5,5,552.64
522,10,4,1145.69
523,10,1,420.58
524,6,2,1422.63
525,7,3,1458.68
526,4,4,1213.18
527,4,5,105.79
528,6,1,342.16
529,9,2,678.8
530,9,2,919.37
531,5,2,56.74
532,3,3,863.2
533,2,2,986.52
534,6,4,1152.35
535,9,3,973.38
536,5,3,463.51
537,5,1,551.03
538,7,1,42.37
539,1,2,1387.97
540,1,4,314.34
541,5,1,550.93
542,6,1,1291.08
543,4,4,349.78
544,2,5,889.68
545,10,4,1319.84
546,3,3,1087.71
547,4,5,1437.75
548,2,4,1149.38
549,5,5,1171.44
550,2,5,1209.21
551,6,3,1314.48
552,10,1,828.43
553,4,5,1270.71
554,6,5,1282.88
555,1,2,297.56
556,8,1,1039.24
557,3,4,1428.01
558,2,4,305.56
559,3,1,78.54
560,10,4,389.1
561,4,2,1137.33
562,2,4,459.84
563,9,1,66.06
564,8,5,103.77
565,3,3,1419.08
566,6,1,467.08
567,4,2,691.57
568,3,3,220.21
569,5,5,1118.71
570,2,5,212.72
571,10,3,332.29
572,9,5,76.84
573,5,5,597.12
574,3,5,1268.25
575,3,2,342.81
576,7,2,894.64
577,1,5,1303.08
578,10,3,346.38
579,9,3,280.48
580,10,1,1101.83
581,9,3,583.5
582,4,2,508.79
583,2,3,320.05
584,8,2,148.55
585,10,1,199.77
586,5,2,542.71
587,2,4,1444.54
588,6,4,581.09
589,7,2,968.12
590,5,5,1432.59
591,6,5,218.29
592,2,3,283.27
593,1,4,566.85
594,5,4,244.84
595,2,5,618.99
596,6,5,1020.97
597,8,3,236.49
598,6,4,926.82
599,1,1,798.83
600,2,3,173.95
601,6,1,564.49
602,5,4,917.16
603,8,3,632.41
604,4,2,1358.43
605,4,1,1355.73
606,5,3,24.53
607,5,1,1061.13
608,4,5,293.69
609,2,3,954.48
610,9,2,1096.51
611,8,1,1181.74
612,6,1,68.11
613,8,3,141.04
614,8,1,119.21
615,8,4,1379.37
616,5,5,366.98
617,5,2,369.08
618,10,5,1143.43
619,10,4,155.37
620,10,4,979.49
621,2,4,991.1
622,4,5,1088.66
623,8,1,454.3
624,5,5,420.31
625,8,2,1423.04
626,9,2,1252.72
627,2,3,1268.22
628,4,3,474.82
629,9,5,494.94
630,9,2,1377.22
631,9,1,1433.53
632,1,5,173.04
633,8,1,1116.2
634,4,1,1228.86
635,2,5,468.18
636,9,3,847.61
637,3,3,860.43
638,4,3,1170.23
639,7,1,230.49
640,1,4,1044.67
641,2,3,586.05
642,7,4,1244.05
643,6,4,153.65
644,9,1,865.26
645,7,1,1132.2
646,3,1,1092.49
647,10,4,39.7
648,6,3,1280.74
649,4,5,767.83
650,4,2,871.15
651,4,2,1403.48
652,5,5,91.02
653,9,2,38.91
654,6,4,1423.5
655,3,3,158.32
656,2,4,1140.89
657,3,4,1281.53
658,9,3,490.85
659,2,4,1234.21
660,5,2,598.16
661,4,1,1160.44
662,9,2,617.7
663,6,4,786.09
664,10,3,575.38
665,3,3,1219.73
666,9,5,1279.52
667,2,3,314.01
668,1,4,800.8
669,2,4,753.18
670,7,3,412.99
671,2,5,229.34
672,5,5,513.5
673,9,2,1471.88
674,5,1,895.41
675,6,2,1130.83
676,8,3,259.55
677,7,3,1054.9
678,2,5,1050.81
679,9,2,355.04
680,4,4,888.78
681,6,1,1184.18
682,2,1,983.91
683,10,3,812.76
684,5,3,346.87
685,3,3,833.91
686,4,5,352.32
687,1,3,238.02
688,4,4,1336.25
689,7,4,273.01
690,8,2,1406.45
691,2,5,328.4
692,8,1,526.5
693,3,2,1058.88
694,9,5,1117.56
695,1,5,1266.95
696,2,4,912.06
697,7,1,1410.22
698,4,1,438.6
699,7,5,278.59
700,4,2,864.41
701,4,3,1179.43
702,2,1,449.21
703,3,3,1453.48
704,4,4,545.41
705,7,2,897.17
706,8,5,1423.01
707,5,1,343.74
708,6,5,1011.95
709,1,4,253.21
710,5,4,1118.45
711,10,3,110.32
712,2,1,742.12
713,3,2,760.92
714,3,3,771.55
715,9,3,811.4
716,3,5,1163.0
717,1,3,1296.15
718,10,1,1488.37
719,5,2,346.11
720,5,2,1013.11
721,1,3,815.87
722,6,2,696.3
723,2,4,1214.39
724,10,3,705.84
725,1,2,346.3
726,5,4,174.68
727,3,5,417.35
728,5,3,686.07
729,10,1,993.44
730,6,2,1365.04
731,2,2,891.76
732,3,1,1354.37
733,9,4,465.38
734,6,1,708.27
735,5,2,436.57
736,9,3,1439.09
737,5,3,105.4
738,9,1,1486.27
739,5,2,931.77
740,5,4,427.15
741,2,1,85.99
742,9,3,638.12
743,4,1,1307.8
744,6,1,34.14
745,5,3,125.9
746,4,2,1141.42
747,4,4,882.04
748,1,4,754.73
749,10,5,587.42
750,10,1,1029.03
751,6,3,1072.29
752,6,2,1176.64
753,10,4,1198.58
754,2,3,378.65
755,2,1,273.55
756,6,4,37.27
757,8,5,78.85
758,6,1,427.21
759,7,3,668.81
760,5,3,611.64
761,3,4,125.0
762,3,2,1484.92
763,3,4,819.59
764,4,3,1291.01
765,7,1,888.74
766,8,5,888.55
767,10,5,1091.93
768,5,1,1269.73
769,7,5,412.52
770,2,2,422.13
771,2,5,265.51
772,3,3,551.13
773,3,3,1273.35
774,3,1,1328.97
775,8,4,241.95
776,9,2,1351.95
777,8,2,621.77
778,6,4,476.25
779,10,1,447.66
780,10,2,613.63
781,4,2,383.69
782,6,3,1129.81
783,8,2,94.19
784,3,5,550.35
785,7,1,1398.42
786,1,3,359.18
787,9,1,226.35
788,4,4,464.26
789,8,2,1231.58
790,2,3,136.78
791,5,2,512.03
792,1,2,776.44
793,2,1,1074.4
794,6,2,422.06
795,3,4,245.01
796,2,3,1125.39
797,9,5,785.14
798,7,4,812.64
799,8,5,150.69
800,1,5,750.95
801,8,1,432.87
802,8,2,1057.55
803,9,3,55.52
804,4,4,996.81
805,10,1,285.43
806,9,5,894.92
807,8,4,906.32
808,1,2,975.63
809,6,5,1083.49
810,1,1,1483.18
811,2,4,281.54
812,7,3,489.31
813,6,3,638.23
814,4,4,118.26
815,10,4,814.61
816,7,2,1463.3
817,1,3,1242.48
818,5,3,63.53
819,1,2,269.62
820,7,5,1466.01
821,6,4,1367.91
822,2,1,562.14
823,2,4,606.79
824,3,1,1177.86
825,8,2,674.26
826,2,3,1010.43
827,2,1,568.79
828,5,3,132.52
829,8,3,480.33
830,4,3,663.53
831,3,4,141.34
832,9,2,1228.69
833,7,5,1054.37
834,5,4,1292.76
835,10,4,1024.09
836,10,4,1429.34
837,3,3,1370.08
838,1,2,342.97
839,9,2,771.4
840,9,3,958.93
841,1,2,1437.46
842,6,2,979.88
843,7,1,375.23
844,4,5,704.73
845,6,1,65.02
846,3,5,1109.59
847,4,1,1167.11
848,1,4,613.39
849,3,4,761.18
850,6,5,1377.62
851,8,5,292.1
852,2,2,332.89
853,8,5,451.59
854,3,5,1000.98
855,2,5,1104.88
856,2,2,547.27
857,1,2,165.09
858,2,3,180.81
859,4,2,1125.53
860,3,3,606.83
861,4,5,737.02
862,6,4,1342.23
863,1,3,1246.14
864,3,5,612.07
865,10,3,218.15
866,9,4,265.32
867,4,1,323.77
868,8,2,441.19
869,5,4,193.33
870,7,3,984.74
871,5,4,914.25
872,5,2,1004.44
873,4,2,1004.19
874,10,1,1140.15
875,7,1,1492.6
876,8,2,581.9
877,8,4,1436.0
878,6,2,1171.71
879,8,1,974.16
880,10,1,537.01
881,4,3,1356.55
882,4,3,980.38
883,3,4,531.9
884,2,1,719.61
885,3,1,1039.27
886,8,3,815.47
887,4,3,349.35
888,9,5,948.99
889,9,2,1085.35
890,2,1,213.63
891,6,2,81.38
892,9,4,722.09
893,9,2,355.48
894,7,4,22.75
895,7,2,1364.28
896,5,3,898.59
897,10,4,223.77
898,4,1,698.06
899,9,5,278.45
900,10,1,966.86
901,10,2,571.88
902,3,2,1132.79
903,2,5,23.1
904,1,1,1070.85
905,9,4,1495.85
906,7,5,1289.34
907,6,1,949.77
908,9,4,979.49
909,4,2,930.23
910,1,4,1245.25
911,10,5,1312.88
912,3,5,716.27
913,9,5,1272.67
914,4,5,1332.66
915,3,2,35.22
916,2,2,948.24
917,10,4,730.88
918,1,3,1240.34
919,1,2,835.31
920,10,5,249.44
921,9,2,1165.19
922,8,5,595.9
923,7,2,413.35
924,3,1,191.0
925,6,3,982.62
926,3,2,880.93
927,9,3,1198.23
928,7,1,530.24
929,2,4,109.99
930,8,1,1021.58
931,3,3,385.27
932,2,3,1238.51
933,10,3,1147.94
934,4,5,391.7
935,10,5,579.03
936,7,3,356.36
937,4,4,1172.76
938,10,3,109.63
939,2,2,1303.55
940,3,2,490.82
941,3,3,178.42
942,3,1,1244.91
943,6,5,886.39
944,2,4,120.41
945,8,4,453.35
946,4,4,364.53
947,6,3,50.63
948,5,2,759.24
949,9,1,250.67
950,5,3,1180.37
951,8,3,66.81
952,10,2,773.74
953,5,1,725.58
954,7,1,229.02
955,2,4,73.56
956,7,4,911.05
957,7,1,489.19
958,7,1,1198.05
959,8,1,389.98
960,9,2,407.97
961,3,5,548.72
962,1,3,275.2
963,8,3,1206.51
964,2,4,317.03
965,9,1,1085.73
966,4,4,787.73
967,1,1,1387.64
968,8,5,927.24
969,10,4,691.62
970,10,1,705.8
971,1,5,367.39
972,9,1,1242.32
973,2,2,19.64
974,2,2,628.02
975,1,4,24.1
976,9,4,1305.83
977,1,4,1379.83
978,7,5,130.04
979,6,3,1201.72
980,5,5,438.9
981,5,2,510.85
982,7,1,811.86
983,8,1,1466.93
984,9,2,675.05
985,3,3,1370.08
986,1,4,607.79
987,9,1,706.52
988,5,2,207.22
989,5,4,756.79
990,2,5,36.1
991,4,1,141.35
992,8,1,1280.42
993,2,2,945.5
994,5,1,468.34
995,10,4,1302.2
996,5,5,620.49
997,7,3,1131.43
998,10,4,535.68
999,8,4,1349.76
1000,7,3,1242.24
1001,3,2,1143.62
1002,5,2,1464.92
1003,5,4,434.37
1004,3,5,1286.47
1005,7,2,590.54
1006,1,4,28.12
1007,9,1,90.96
